Algorithm,Seed,Train KlDiv,Mean 1-abs(error),Num Steps,Examples Seen
mst_prim_multi,3,0.3715062737464905,0.8950502511461309,0,32
mst_prim_multi,3,0.057289068140089515,0.954198691349887,50,1632
mst_prim_multi,3,0.027427642792463302,0.9724739656049788,100,3232
mst_prim_multi,3,0.0197741118632257,0.9760082899194735,150,4832
mst_prim_multi,3,0.013145459527149796,0.9829919656100603,200,6432
mst_prim_multi,3,0.013175955065526069,0.9795821847082626,250,8032
mst_prim_multi,3,0.012287841755896806,0.9817206386163578,300,9632
mst_prim_multi,3,0.009260695909615606,0.9876094475868061,350,11232
mst_prim_multi,3,0.007565191052854061,0.9876562762924461,400,12832
mst_prim_multi,3,0.009645547152031213,0.9866894076852726,450,14432
mst_prim_multi,3,0.007355819679796696,0.9886599888685617,500,16032
mst_prim_multi,3,0.006883151556830853,0.9883308971880859,550,17632
mst_prim_multi,3,0.010577333373948932,0.9877234106308337,600,19232
mst_prim_multi,3,0.0064173279190436,0.9903068998505057,650,20832
mst_prim_multi,3,0.006036804312607273,0.9886801728157063,700,22432
mst_prim_multi,3,0.006214630715548992,0.9888639661613573,750,24032
mst_prim_multi,3,0.006326021691784263,0.9897944788590052,800,25632
mst_prim_multi,3,0.005492070190375671,0.9900713540337264,850,27232
mst_prim_multi,3,0.005792819937923923,0.9905002659586131,900,28832
mst_prim_multi,3,0.006105671502882615,0.9891433660926514,950,30432
mst_prim_multi,3,0.004971470441669226,0.9909302563682733,1000,32032
mst_prim_multi,3,0.005478290264727547,0.9911972848929865,1050,33632
mst_prim_multi,3,0.008186753918416799,0.9868506884643334,1100,35232
mst_prim_multi,3,0.0056452062877360735,0.9900993622413404,1150,36832
mst_prim_multi,3,0.004918536255718209,0.9910124096151289,1200,38432
mst_prim_multi,3,0.004002960725629236,0.9913652625652002,1250,40032
mst_prim_multi,3,0.0052169845276512205,0.9904902014533433,1300,41632
mst_prim_multi,3,0.004293072551954538,0.9908384191937774,1350,43232
mst_prim_multi,3,0.005634472509846091,0.9916047883182338,1400,44832
mst_prim_multi,3,0.005419125532498583,0.9925865355034746,1450,46432
mst_prim_multi,3,0.004888636178802699,0.9905555201513323,1500,48032
mst_prim_multi,3,0.0041184562852140515,0.9925418048042265,1550,49632
mst_prim_multi,3,0.004840958944987506,0.9908097204019324,1600,51232
mst_prim_multi,3,0.005325363748706877,0.9900915132213539,1650,52832
mst_prim_multi,3,0.0037638275261269883,0.992303911337025,1700,54432
mst_prim_multi,3,0.004208898458164185,0.9914288530533837,1750,56032
mst_prim_multi,3,0.003987079057842493,0.9914045303651147,1800,57632
mst_prim_multi,3,0.0037484967229829635,0.991262115594749,1850,59232
mst_prim_multi,3,0.00415877977735363,0.9928336264545086,1900,60832
mst_prim_multi,3,0.0048006337066181,0.9900139597843076,1950,62432
mst_prim_multi,3,0.00438658154103905,0.9924843635361231,2000,64032
mst_prim_multi,3,0.003431377192027867,0.992301019177101,2050,65632
mst_prim_multi,3,0.004325844629784114,0.9909693692159449,2100,67232
