0,1,2,3
Train KlDiv,Mean 1-abs(error),Num Steps,Examples Seen
0.00070888863,0.9964879941365958,7850,251232
0.0009092438,0.9965281756920739,7900,252832
0.0008140557,0.9950680883947147,7950,254432
0.00081939047,0.9955924160262515,8000,256032
0.0008159536,0.9957182849104986,8050,257632
0.0008672705,0.9954161891388338,8100,259232
0.0007298846,0.9964225758420777,8150,260832
0.0009933506,0.9955764252089043,8200,262432
0.00074181095,0.9951354975720943,8250,264032
0.00073928124,0.9955473902276182,8300,265632
0.000819005,0.9966901318694616,8350,267232
0.00078325835,0.9971063723440343,8400,268832
0.00085723324,0.9958414520093897,8450,270432
0.00072712445,0.9961627547917007,8500,272032
0.00076449616,0.9962894247371243,8550,273632
0.00068440934,0.9954819936252202,8600,275232
0.0007163523,0.9961962222012632,8650,276832
0.0006457121,0.9962800294048028,8700,278432
0.00080338155,0.9961169380539063,8750,280032
0.0007014012,0.9957720887538073,8800,281632
0.00068201445,0.9955755523437909,8850,283232
0.0008029817,0.9965883415262159,8900,284832
0.0007954732,0.995504345037713,8950,286432
0.0008529902,0.9958128441103331,9000,288032
0.00072976924,0.9956669480521085,9050,289632
0.00078438973,0.9967150903156812,9100,291232
0.00073263235,0.9967385521419682,9150,292832
0.00077242276,0.9964933689549672,9200,294432
0.0007961735,0.9970818031149545,9250,296032
0.0007618519,0.9956835446620425,9300,297632
0.00069488515,0.9962239392093893,9350,299232
0.0007890317,0.9956013370616699,9400,300832
0.0006956908,0.9957082961305939,9450,302432
0.0008130568,0.9953545419969425,9500,304032
0.00068666256,0.9961648071673148,9550,305632
0.000943934,0.9960161430730827,9600,307232
0.0008808428,0.9960768480137319,9650,308832
0.0008279441,0.9963166127965772,9700,310432
0.0007200937,0.9970723027821584,9750,312032
0.000729638,0.9962966296013226,9800,313632
0.00075484527,0.9964710078763419,9850,315232
0.0006767365,0.9956399620287495,9900,316832
0.0007300355,0.995786579063783,9950,318432
