Algorithm,Train KlDiv,Mean 1-abs(error),Num Steps,Examples Seen
dfs_multi,0.30414879322052,0.9273772487002816,0,32
dfs_multi,0.05750166427344084,0.9592261367794275,50,1632
dfs_multi,0.03825722321867943,0.9677325207051757,100,3232
dfs_multi,0.035471584163606164,0.9672360076071059,150,4832
dfs_multi,0.028340748399496078,0.9679059674000697,200,6432
dfs_multi,0.0296088557317853,0.966524087328093,250,8032
dfs_multi,0.0293248850479722,0.9692525779671276,300,9632
dfs_multi,0.026075456142425537,0.9694779117736565,350,11232
dfs_multi,0.024630165826529264,0.970233820449258,400,12832
dfs_multi,0.023063491191715003,0.9695623482417896,450,14432
dfs_multi,0.022871439047157764,0.9691129908574905,500,16032
dfs_multi,0.02327749341726303,0.9692177053852201,550,17632
dfs_multi,0.024935602694749832,0.9672787124907327,600,19232
dfs_multi,0.025030728485435246,0.9704638370462363,650,20832
dfs_multi,0.0204540085606277,0.9700984556489237,700,22432
dfs_multi,0.022663714960217476,0.9692134882432295,750,24032
dfs_multi,0.020220403298735617,0.9712169293037689,800,25632
dfs_multi,0.019862910211086274,0.9703803540565615,850,27232
dfs_multi,0.020543465577065944,0.97100214021329,900,28832
dfs_multi,0.020041493512690068,0.9713024567688401,950,30432
dfs_multi,0.018901044446974994,0.971152290276948,1000,32032
dfs_multi,0.01812479257583618,0.9705663223972988,1050,33632
dfs_multi,0.01841232543811202,0.9720418194736982,1100,35232
dfs_multi,0.02155374439433217,0.9701178125197771,1150,36832
dfs_multi,0.018816942144185306,0.9722357681089897,1200,38432
dfs_multi,0.01885658277198672,0.9720635408867951,1250,40032
dfs_multi,0.018967447225004434,0.9714106403523113,1300,41632
dfs_multi,0.017823475170880555,0.9723811254012643,1350,43232
dfs_multi,0.020001190565526485,0.9714845759768065,1400,44832
dfs_multi,0.017912140861153603,0.972189109935778,1450,46432
dfs_multi,0.016027972493320705,0.9718831118402291,1500,48032
dfs_multi,0.016874973978847265,0.9706439059833692,1550,49632
dfs_multi,0.01769549250602722,0.9729849594585986,1600,51232
dfs_multi,0.017197355888783933,0.9693766160263374,1650,52832
dfs_multi,0.022558734659105538,0.9691820635505302,1700,54432
dfs_multi,0.018334275167435406,0.9712946629660049,1750,56032
dfs_multi,0.017920942958444357,0.9707004402276773,1800,57632
dfs_multi,0.017639310266822576,0.9715502807876022,1850,59232
dfs_multi,0.017482992019504307,0.9714318515797933,1900,60832
dfs_multi,0.01785860851407051,0.9715912489123637,1950,62432
dfs_multi,0.016750369444489478,0.9721436553424715,2000,64032
dfs_multi,0.01766945406794548,0.9718198655771442,2050,65632
dfs_multi,0.015780947115272285,0.9709025412650759,2100,67232
dfs_multi,0.014883383624255658,0.9739888481851163,2150,68832
dfs_multi,0.01735062027350068,0.9721628912802316,2200,70432
dfs_multi,0.02042768703773618,0.9714594233275328,2250,72032
dfs_multi,0.018439840376377106,0.9708530663537418,2300,73632
dfs_multi,0.018293359372764825,0.972247143786015,2350,75232
dfs_multi,0.01802364056929946,0.9706120418325858,2400,76832
dfs_multi,0.016855486072599887,0.9727120484465389,2450,78432
dfs_multi,0.016323119588196277,0.9715735920785447,2500,80032
dfs_multi,0.015972191859036686,0.9719216106806863,2550,81632
dfs_multi,0.014592054868116974,0.9730142595180804,2600,83232
dfs_multi,0.015546753611415625,0.9726646285599146,2650,84832
dfs_multi,0.015325071755796671,0.9737583413392366,2700,86432
dfs_multi,0.018702526409178973,0.96926172558864,2750,88032
dfs_multi,0.017283651074394585,0.9722207238181783,2800,89632
dfs_multi,0.01517655687406659,0.9721662799604825,2850,91232
dfs_multi,0.015123169012367725,0.9724245824224449,2900,92832
dfs_multi,0.01577217783778906,0.9701568149453728,2950,94432
dfs_multi,0.015197646971791982,0.9740759513874286,3000,96032
dfs_multi,0.015341449566185474,0.9720649195492287,3050,97632
dfs_multi,0.022914930060505868,0.9709391734929355,3100,99232
